Date,,,Address,Type,Indicator,Weapon,,,,Lat,Long,,,,,Tract
4/10/2014,18:22:00,3B,3600 CROSSLAND AVE,ROBBERY - STREET,I,NA,431,NORTHEAST,MAYFIELD,-76.57652509,39.3274721,,STREET,,1,0
4/10/2014,22:40:00,4B,400 E 25TH ST,AGG. ASSAULT,O,KNIFE,513,NORTHERN,HARWOOD,-76.61026505,39.31816318,,POOL/BOWLING/AMUSE.,,1,0
4/10/2014,15:16:00,3AK,900 E PATAPSCO AVE,ROBBERY - STREET,I,KNIFE,912,SOUTHERN,FAIRFIELD AREA,-76.59759158,39.23492591,,STREET,,1,0
4/10/2014,15:35:00,4C,200 S MONROE ST,AGG. ASSAULT,I,OTHER,714,WESTERN,FRANKLIN SQUARE,-76.64701418,39.29062188,,OTHER - INSIDE,,1,0
4/9/2014,12:30:00,3AF,1400 E PRATT ST,ROBBERY - STREET,O,FIREARM,212,SOUTHEAST,WASHINGTON HILL,-76.59847361,39.28910772,,STREET,,1,0
4/9/2014,15:42:00,4C,200 N BENTALOU ST,AGG. ASSAULT,O,OTHER,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.65308917,39.29117034,,SCHOOL PLAYGROUND,Western,1,0
4/9/2014,15:42:00,4C,200 N BENTALOU ST,AGG. ASSAULT,O,OTHER,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.65308917,39.29117034,,SCHOOL PLAYGROUND,,1,0
4/8/2014,16:30:00,4C,100 BROADWAY,AGG. ASSAULT,O,OTHER,212,SOUTHEAST,WASHINGTON HILL,-76.59412225,39.29295268,,STREET,,1,0
4/8/2014,00:33:00,3AF,100 W CHASE ST,ROBBERY - STREET,O,FIREARM,134,CENTRAL,MID-TOWN BELVEDERE,-76.61808562,39.30236776,,STREET,,1,0
4/8/2014,05:25:00,3B,2600 OSWEGO AVE,ROBBERY - STREET,I,NA,533,NORTHERN,GREENSPRING,-76.66071975,39.3366619,,STREET,,1,0
4/7/2014,21:30:00,3AF,2700 N ROSEDALE ST,ROBBERY - STREET,O,FIREARM,624,NORTHWEST,HANLON-LONGWOOD,-76.66949624,39.31693175,,STREET,,1,0
4/7/2014,21:30:00,3AF,2700 N ROSEDALE ST,ROBBERY - STREET,I,FIREARM,624,NORTHWEST,HANLON-LONGWOOD,-76.66949624,39.31693175,,STREET,,1,0
4/7/2014,07:00:00,3B,3400 LEVERTON AVE,ROBBERY - STREET,I,NA,222,SOUTHEAST,BALTIMORE HIGHLANDS,-76.56929872,39.29182271,,STREET,Tri-District,1,0
4/7/2014,15:30:00,4D,300 S BEECHFIELD AVE,AGG. ASSAULT,O,HANDS,822,SOUTHWEST,YALE HEIGHTS,-76.69364652,39.28135357,,SCHOOL,,1,0
4/7/2014,20:50:00,4C,,AGG. ASSAULT,I,OTHER,634,NORTHWEST,GROVE PARK,-76.6988101,39.33915147,,APT/CONDO - OCCUPIED,,1,0
4/6/2014,18:09:00,4A,4300 PENNINGTON AVE,AGG. ASSAULT,O,FIREARM,911,SOUTHERN,CURTIS BAY,-76.58865228,39.22674332,,STREET,,1,0
4/6/2014,12:00:00,1A,2800 KIRK AV,HOMICIDE,I,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.59613559,39.32413874,,ALLEY,,1,0
4/6/2014,21:50:00,4C,2700 MOSHER ST,AGG. ASSAULT,O,OTHER,721,WESTERN,MOSHER,-76.66196664,39.29938329,,ROW/TOWNHOUSE-OCC,Eastern 2,1,0
4/6/2014,08:30:00,4D,6500 FRANKFORD AVE,AGG. ASSAULT,I,HANDS,441,NORTHEAST,PULASKI INDUSTRIAL AREA,-76.54042648,39.31409535,,HOTEL/MOTEL,,1,0
4/5/2014,16:15:00,3B,3200 THE ALAMEDA,ROBBERY - STREET,O,NA,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.59491817,39.3273343,,STREET,,1,0
4/5/2014,13:20:00,9S,5400 CEDONIA AV,SHOOTING,I,FIREARM,441,NORTHEAST,CEDONIA,-76.53300475,39.33062842,,STREET,,1,0
4/5/2014,01:01:00,4C,4000 BIDDISON LN,AGG. ASSAULT,O,OTHER,426,NORTHEAST,WALTHERSON,-76.55446109,39.33830302,,ROW/TOWNHOUSE-OCC,,1,0
4/5/2014,17:33:00,4C,1100 N FULTON AVE,AGG. ASSAULT,I,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,-76.64604745,39.30135874,,ROW/TOWNHOUSE-OCC,,1,0
4/4/2014,18:45:00,4D,1200 LINWORTH AVE,AGG. ASSAULT,I,HANDS,413,NORTHEAST,NEW NORTHWOOD,-76.59804164,39.3471971,,APT/CONDO - OCCUPIED,Tri-District,1,0
4/4/2014,21:00:00,3AF,5400 PARK HEIGHTS AVE,ROBBERY - STREET,I,FIREARM,633,NORTHWEST,PIMLICO GOOD NEIGHBORS,-76.68261193,39.35136051,,STREET,,1,0
4/4/2014,01:00:00,4C,3500 W ROGERS AVE,AGG. ASSAULT,I,OTHER,633,NORTHWEST,PIMLICO GOOD NEIGHBORS,-76.68227147,39.35225373,,ROW/TOWNHOUSE-OCC,,1,0
4/3/2014,00:20:00,4C,1900 HOLLINS ST,AGG. ASSAULT,O,OTHER,835,SOUTHWEST,BOOTH-BOYD,-76.64738297,39.28721147,,ROW/TOWNHOUSE-OCC,,1,0
4/3/2014,03:55:00,3AK,PRATT ST & S PAYSON ST,ROBBERY - STREET,O,KNIFE,934,SOUTHERN,CARROLLTON RIDGE,-76.6484955,39.28509,,STREET,,1,0
4/3/2014,21:00:00,4C,1400 BERRY ST,AGG. ASSAULT,I,OTHER,531,NORTHERN,HAMPDEN,-76.63845194,39.33137223,,STREET,,1,0
4/2/2014,15:00:00,4C,5700 CEDONIA AVE,AGG. ASSAULT,I,OTHER,444,NORTHEAST,FRANKFORD,-76.53295971,39.33722862,,STREET,,1,0
4/2/2014,07:00:00,2A,5000 READY AVE,RAPE,O,OTHER,524,NORTHERN,WINSTON-GOVANS,-76.60872604,39.34936147,,ROW/TOWNHOUSE-OCC,Western,1,0
4/1/2014,18:30:00,3B,3100 SWAN DR,ROBBERY - STREET,I,NA,,,,0,0,,PARK,,1,0
4/1/2014,00:58:00,4C,100 BROADWAY,AGG. ASSAULT,I,OTHER,212,SOUTHEAST,WASHINGTON HILL,-76.59412225,39.29295268,,STREET,,1,0
4/1/2014,15:35:00,4C,1500 LANHORNE CT,AGG. ASSAULT,I,OTHER,314,EASTERN,OLIVER,-76.60160366,39.30727529,,APT/CONDO - OCCUPIED,,1,0
4/1/2014,08:00:00,2A,3500 ESTHER PL,RAPE,I,OTHER,223,SOUTHEAST,BALTIMORE HIGHLANDS,-76.56833114,39.2942278,,ROW/TOWNHOUSE-OCC,,1,0
4/1/2014,19:30:00,4C,1300 KEY HWY,AGG. ASSAULT,I,OTHER,943,SOUTHERN,RIVERSIDE,-76.60539092,39.2751325,,,Western,1,0
4/1/2014,01:51:00,4C,3600 10TH ST,AGG. ASSAULT,I,OTHER,913,SOUTHERN,BROOKLYN,-76.59609019,39.23383305,,ROW/TOWNHOUSE-OCC,,1,0
4/1/2014,12:20:00,4B,2700 MARBOURNE AVE,AGG. ASSAULT,O,KNIFE,923,SOUTHERN,LAKELAND,-76.64303205,39.25236922,,STREET,,1,0
3/31/2014,20:43:00,1A,6100 FORTVIEW WY,HOMICIDE,Outside,FIREARM,234,SOUTHEAST,O'DONNELL HEIGHTS,-76.54288422,39.2776039,,,,1,0
3/31/2014,13:20:00,3B,3600 ASH ST,ROBBERY - STREET,I,NA,531,NORTHERN,HAMPDEN,-76.64015861,39.32993156,,STREET,,1,0
3/31/2014,15:12:00,4C,600 DUMBARTON AVE,AGG. ASSAULT,O,OTHER,525,NORTHERN,PEN LUCY,-76.6074986,39.3381469,,STREET,,1,0
3/31/2014,22:20:00,3AF,4000 HILTON RD,ROBBERY - STREET,I,FIREARM,625,NORTHWEST,EAST ARLINGTON,-76.66707055,39.33242473,,STREET,,1,0
3/31/2014,16:57:00,4A,500 EVERGREEN ST,AGG. ASSAULT,I,FIREARM,721,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.65937643,39.29325949,,STREET,,1,0
3/31/2014,19:55:00,3B,1500 W BALTIMORE ST,ROBBERY - STREET,I,NA,711,WESTERN,FRANKLIN SQUARE,-76.64105318,39.28849924,,STREET,,1,0
3/31/2014,19:03:00,4C,4200 PIMLICO RD,AGG. ASSAULT,I,OTHER,614,NORTHWEST,GREENSPRING,-76.66314406,39.33817391,,ROW/TOWNHOUSE-OCC,,1,0
3/31/2014,17:25:00,3D,300 W CAMDEN ST,ROBBERY - COMMERCIAL,I,NA,113,CENTRAL,STADIUM AREA,-76.6196747,39.28518186,,OTHER - INSIDE,,1,0
3/31/2014,09:00:00,4B,1500 E 33RD ST,AGG. ASSAULT,I,KNIFE,412,NORTHEAST,EDNOR GARDENS-LAKESIDE,-76.59504523,39.32855536,,ROW/TOWNHOUSE-OCC,Northeastern,1,0
3/31/2014,09:45:00,3AF,900 EDMONDSON AVE,ROBBERY - STREET,O,FIREARM,713,WESTERN,HARLEM PARK,-76.63289903,39.2955642,,STREET,,1,0
3/30/2014,13:00:00,3BJ,2500 W FOREST PARK AVE,ROBBERY - CARJACKING,O,NA,611,NORTHWEST,BURLEITH-LEIGHTON,-76.65766965,39.31877837,,STREET,,1,0
3/30/2014,10:15:00,3CK,300 W BALTIMORE ST,ROBBERY - COMMERCIAL,O,KNIFE,111,CENTRAL,DOWNTOWN,-76.61092128,39.28977433,,CONVENIENCE STORE,,1,0
3/30/2014,03:30:00,4C,3000 HARFORD RD,AGG. ASSAULT,I,OTHER,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.58612735,39.32521086,,STREET,,1,0
3/30/2014,13:30:00,4B,700 GLENWOOD AVE,AGG. ASSAULT,O,KNIFE,524,NORTHERN,WOODBOURNE-MCCABE,-76.60625261,39.35331309,,ROW/TOWNHOUSE-OCC,Eastern 2,1,0
3/29/2014,17:00:00,2A,100 N CURLEY ST,RAPE,I,OTHER,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57553935,39.29391433,,ROW/TOWNHOUSE-OCC,,1,0
3/29/2014,15:00:00,4B,2600 LOYOLA NORTHWAY,AGG. ASSAULT,O,KNIFE,,,,,,,ROW/TOWNHOUSE-OCC,,1,0
3/29/2014,17:00:00,4C,600 CHERRY HILL RD,AGG. ASSAULT,I,OTHER,922,SOUTHERN,CHERRY HILL,-76.62210537,39.25043177,,STREET,,1,0
3/28/2014,23:20:00,3AF,2100 TUCKER LN,ROBBERY - STREET,I,FIREARM,821,SOUTHWEST,WAKEFIELD,-76.70134598,39.30984062,,STREET,,1,0
3/28/2014,13:16:00,3LF,1700 E NORTHERN PKWY,ROBBERY - COMMERCIAL,O,FIREARM,415,NORTHEAST,LOCH RAVEN,-76.58304849,39.36672109,,BANK/FINANCIAL INST,Northeastern,1,0
3/28/2014,21:40:00,3B,2400 EDMONDSON AVE,ROBBERY - STREET,O,NA,721,WESTERN,ROSEMONT HOMEOWNERS/TENANTS,-76.65512049,39.29469446,,,,1,0
3/28/2014,10:56:00,3D,700 THE FALLSWAY,ROBBERY - COMMERCIAL,O,NA,,,,,,,SPECIALTY STORE,,1,0
3/28/2014,23:15:00,4D,3800 EASTERN AVE,AGG. ASSAULT,I,HANDS,225,SOUTHEAST,HIGHLANDTOWN,-76.56521077,39.28675975,,STREET,,1,0
3/27/2014,13:15:00,4C,1100 WOODHEIGHTS AVE,AGG. ASSAULT,I,OTHER,534,NORTHERN,HOES HEIGHTS,-76.63918881,39.34202132,,ALLEY,,1,0
3/27/2014,18:50:00,4A,5100 RAINTREE WAY,AGG. ASSAULT,I,FIREARM,442,NORTHEAST,PARKSIDE,-76.55298305,39.32069958,,PARKING LOT-OUTSIDE,,1,0
3/27/2014,12:45:00,3AF,400 FAWCETT ST,ROBBERY - STREET,O,FIREARM,511,NORTHERN,REMINGTON,-76.62215359,39.31566488,,STREET,,1,0
3/27/2014,20:00:00,3AJF,1000 N PATTERSON PARK AVE,ROBBERY - CARJACKING,O,FIREARM,322,EASTERN,MIDDLE EAST,-76.58537952,39.30185223,,STREET,Northwestern,1,0
3/27/2014,17:00:00,4A,0 N GILMOR ST,AGG. ASSAULT,I,FIREARM,711,WESTERN,FRANKLIN SQUARE,-76.64233394,39.28842565,,STREET,,1,0
3/27/2014,19:00:00,4A,2500 WASHINGTON BLVD,AGG. ASSAULT,I,FIREARM,831,SOUTHWEST,MORRELL PARK,-76.65214523,39.26688118,,STREET,,1,0
3/27/2014,22:43:00,3AF,4200 CURTIS AVE,ROBBERY - STREET,O,FIREARM,911,SOUTHERN,CURTIS BAY,-76.58709917,39.227502,,STREET,,1,0
3/27/2014,16:00:00,3B,800 DUNDALK AVE,ROBBERY - STREET,I,NA,234,SOUTHEAST,PULASKI INDUSTRIAL AREA,-76.53821295,39.28392814,,STREET,,1,0
3/27/2014,18:45:00,3AO,100 BROADWAY,ROBBERY - STREET,I,OTHER,212,SOUTHEAST,WASHINGTON HILL,-76.59412225,39.29295268,,STREET,,1,0
3/27/2014,18:00:00,3D,400 E BALTIMORE ST,ROBBERY - COMMERCIAL,O,NA,111,CENTRAL,DOWNTOWN,-76.61014783,39.28980181,,TAVERN/NIGHT CLUB,,1,0
3/26/2014,17:20:00,4B,300 GWYNN AVE,AGG. ASSAULT,O,KNIFE,824,SOUTHWEST,ALLENDALE,-76.67360333,39.29072942,,OTHER - INSIDE,,1,0
3/25/2014,14:20:00,3P,4900 WINDSOR MILL RD,ROBBERY - STREET,I,NA,821,SOUTHWEST,WAKEFIELD,-76.69902509,39.30969608,,STREET,Northwestern,1,0
3/25/2014,01:01:00,4C,400 ROUNDVIEW RD,AGG. ASSAULT,I,OTHER,922,SOUTHERN,CHERRY HILL,-76.6200837,39.24951549,,STREET,,1,0
3/25/2014,22:32:00,9S,3800 8TH ST,SHOOTING,Inside,FIREARM,913,SOUTHERN,BROOKLYN,-76.60031915,39.23326697,,,,1,0
3/25/2014,09:50:00,4C,2800 N DUKELAND ST,AGG. ASSAULT,I,OTHER,611,NORTHWEST,HANLON-LONGWOOD,-76.66497404,39.31900508,,SCHOOL,,1,0
3/24/2014,17:45:00,9S,1100 RAMBLEWOOD RD,SHOOTING,I,FIREARM,522,NORTHERN,GLEN OAKS,-76.5956881,39.3622944,,STREET,,1,0
3/24/2014,16:45:00,3B,2500 GREENMOUNT AVE,ROBBERY - STREET,I,NA,513,NORTHERN,HARWOOD,-76.60951716,39.31817558,,STREET,,1,0
3/24/2014,14:00:00,4B,4500 EDMONDSON AVE,AGG. ASSAULT,I,KNIFE,822,SOUTHWEST,UPLANDS,-76.69096126,39.2933117,,SCHOOL,Central,1,0
3/23/2014,16:30:00,4C,500 N EAST AVE,AGG. ASSAULT,,OTHER,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.57219521,39.29716848,,STREET,,1,0
3/23/2014,16:30:00,4C,500 N EAST AVE,AGG. ASSAULT,I,OTHER,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.57219521,39.29716848,,,,1,0
3/23/2014,23:10:00,3CO,1200 LINWORTH AVE,ROBBERY - COMMERCIAL,O,OTHER,413,NORTHEAST,NEW NORTHWOOD,-76.5986977,39.34712814,,STREET,,1,0
3/23/2014,01:30:00,3AF,200 E 27TH ST,ROBBERY - STREET,I,FIREARM,512,NORTHERN,CHARLES VILLAGE,-76.61433162,39.32082379,,STREET,Central,1,0
3/23/2014,01:30:00,4C,2900 ODONNELL ST,AGG. ASSAULT,I,OTHER,214,SOUTHEAST,CANTON,-76.57535066,39.28040284,,STREET,,1,0
3/22/2014,02:33:00,4D,2500 HOLLINS ST,AGG. ASSAULT,O,HANDS,835,SOUTHWEST,SHIPLEY HILL,-76.65800414,39.28673834,,ROW/TOWNHOUSE-OCC,,1,0
3/22/2014,10:35:00,4B,600 CHERRY HILL RD,AGG. ASSAULT,I,KNIFE,922,SOUTHERN,CHERRY HILL,-76.62210537,39.25043177,,SHOPPING MALLS/CNTR,,1,0
3/22/2014,11:50:00,3JF,1000 E NORTH AVE,ROBBERY - RESIDENCE,O,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,-76.60498281,39.31173889,,ROW/TOWNHOUSE-OCC,,1,0
3/22/2014,22:50:00,4B,2800 GATEHOUSE DR,AGG. ASSAULT,I,KNIFE,622,NORTHWEST,PURNELL,-76.70971567,39.32050756,,ROW/TOWNHOUSE-OCC,Northwestern,1,0
3/22/2014,05:30:00,4B,1200 E COLDSPRING LN,AGG. ASSAULT,O,KNIFE,413,NORTHEAST,NEW NORTHWOOD,-76.59750702,39.34499787,,STREET,,1,0
3/22/2014,16:00:00,4C,3000 VINEYARD LN,AGG. ASSAULT,I,OTHER,513,NORTHERN,ABELL,-76.61082536,39.324726,,SPECIALTY STORE,,1,0
3/22/2014,00:41:00,4B,6000 BELAIR RD,AGG. ASSAULT,I,KNIFE,425,NORTHEAST,CEDMONT,-76.53891416,39.3473826,,RETAIL/SMALL BUSINES,,1,0
3/22/2014,00:00:00,4C,1200 GLENHAVEN RD,AGG. ASSAULT,I,OTHER,414,NORTHEAST,RAMBLEWOOD,-76.59259941,39.36307688,,ROW/TOWNHOUSE-OCC,,1,0
3/22/2014,00:41:00,4B,6000 BELAIR RD,AGG. ASSAULT,O,KNIFE,425,NORTHEAST,CEDMONT,-76.53891416,39.3473826,,RETAIL/SMALL BUSINES,,1,0
3/21/2014,20:15:00,3AJF,2800 MAYFIELD AVE,ROBBERY - CARJACKING,O,FIREARM,432,NORTHEAST,BELAIR-EDISON,-76.57438588,39.32317425,,STREET,,1,0
3/21/2014,19:00:00,4B,1600 N CAROLINE ST,AGG. ASSAULT,I,KNIFE,314,EASTERN,OLIVER,-76.59831321,39.30845447,,STREET,,1,0
3/20/2014,13:40:00,4C,200 S REGESTER ST,AGG. ASSAULT,O,OTHER,213,SOUTHEAST,FELLS POINT,-76.59253414,39.28922395,,STREET,,1,0
3/20/2014,16:45:00,3AF,5500 THE ALAMEDA,ROBBERY - STREET,O,FIREARM,523,NORTHERN,CAMERON VILLAGE,-76.59698592,39.35556016,,STREET,,1,0
3/20/2014,19:25:00,3P,1100 CHERRY HILL RD,ROBBERY - STREET,I,NA,922,SOUTHERN,CHERRY HILL,-76.62984343,39.25056308,,PARKING LOT-OUTSIDE,,1,0
3/20/2014,21:00:00,4B,1100 N MOUNT ST,AGG. ASSAULT,O,KNIFE,724,WESTERN,SANDTOWN-WINCHESTER,-76.64444157,39.30116588,,ROW/TOWNHOUSE-OCC,,1,0
3/20/2014,20:30:00,4C,1100 MOSHER ST,AGG. ASSAULT,I,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,-76.63599407,39.30029053,,STREET,,1,0
3/20/2014,22:00:00,3JF,0 S FULTON AVE,ROBBERY - RESIDENCE,I,FIREARM,711,WESTERN,FRANKLIN SQUARE,-76.6451258,39.28777039,,ROW/TOWNHOUSE-OCC,,1,0
3/20/2014,21:00:00,4C,3400 EDMONDSON AVE,AGG. ASSAULT,I,OTHER,815,SOUTHWEST,EDMONDSON VILLAGE,-76.67456614,39.29417994,,STREET,,1,0
3/19/2014,16:30:00,4A,2200 PINEWOOD AVE,AGG. ASSAULT,I,FIREARM,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.57109147,39.36631318,,SCHOOL,,1,0
3/19/2014,13:47:00,4C,300 N CAREY ST,AGG. ASSAULT,O,OTHER,711,WESTERN,FRANKLIN SQUARE,-76.63839546,39.29232567,,STREET,,1,0
3/19/2014,23:52:00,3AO,300 W BALTIMORE ST,ROBBERY - STREET,I,OTHER,114,CENTRAL,DOWNTOWN,-76.61952053,39.28928088,,STREET,Northwestern,1,0
3/18/2014,17:28:00,3CK,0 N HOWARD ST,ROBBERY - COMMERCIAL,O,KNIFE,114,CENTRAL,DOWNTOWN,-76.6193992,39.2898528,,LIQUOR STORE,,1,0
3/17/2014,01:54:00,3CF,5800 REISTERSTOWN RD,ROBBERY - COMMERCIAL,O,FIREARM,631,NORTHWEST,REISTERSTOWN STATION,-76.69421881,39.35038671,,RESTAURANT,,1,0
3/17/2014,23:35:00,3AF,5600 CADILLAC AVE,ROBBERY - STREET,I,FIREARM,634,NORTHWEST,GROVE PARK,-76.70337579,39.33909566,,STREET,,1,0
3/17/2014,04:49:00,4B,3400 LEVERTON AVE,AGG. ASSAULT,I,KNIFE,223,SOUTHEAST,BALTIMORE HIGHLANDS,-76.56870591,39.29174922,,ROW/TOWNHOUSE-OCC,Northeastern,1,0
3/17/2014,23:00:00,2A,100 S CENTRAL AVE,RAPE,O,OTHER,211,SOUTHEAST,JONESTOWN,-76.59951738,39.28925024,,ROW/TOWNHOUSE-VAC,,1,0
3/17/2014,16:15:00,3B,4200 KENSHAW AVE,ROBBERY - STREET,O,NA,631,NORTHWEST,REISTERSTOWN STATION,-76.70220504,39.35364948,,PARKING LOT-OUTSIDE,,1,0
3/17/2014,01:00:00,4B,5000 CORLEY RD,AGG. ASSAULT,I,KNIFE,821,SOUTHWEST,WAKEFIELD,-76.70194687,39.3128746,,APT/CONDO - OCCUPIED,,1,0
3/16/2014,18:34:00,3AK,1800 APPLETON ST,ROBBERY - STREET,O,KNIFE,735,WESTERN,EASTERWOOD,-76.6490291,39.30880452,,STREET,,1,0
3/16/2014,22:15:00,4D,900 N FULTON AVE,AGG. ASSAULT,I,HANDS,724,WESTERN,SANDTOWN-WINCHESTER,-76.6456343,39.29891556,,APT/CONDO - OCCUPIED,,1,0
3/16/2014,06:00:00,4C,4000 KATHLAND AVE,AGG. ASSAULT,I,OTHER,621,NORTHWEST,CENTRAL FOREST PARK,-76.6873552,39.32492026,,ROW/TOWNHOUSE-OCC,,1,0
3/15/2014,02:05:00,4C,200 BROADWAY,AGG. ASSAULT,I,OTHER,213,SOUTHEAST,FELLS POINT,-76.5938647,39.28918661,,STREET,,1,0
3/15/2014,22:46:00,4B,,AGG. ASSAULT,O,KNIFE,,,,,,,PARKING LOT-OUTSIDE,,1,0
3/15/2014,17:40:00,3AJK,6600 QUAD AVE,ROBBERY - CARJACKING,O,KNIFE,232,SOUTHEAST,PULASKI INDUSTRIAL AREA,-76.53612946,39.30051007,,STREET,,1,0
3/15/2014,15:15:00,3AK,4100 LABYRINTH RD,ROBBERY - STREET,I,KNIFE,631,NORTHWEST,FALLSTAFF,-76.70738738,39.36002267,,STREET,,1,0
3/14/2014,04:15:00,3K,400 S POPPLETON ST,ROBBERY - RESIDENCE,I,NA,932,SOUTHERN,WASHINGTON VILLAGE,-76.63174792,39.28321001,,ROW/TOWNHOUSE-OCC,,1,0
3/14/2014,10:58:00,4D,400 W LEXINGTON ST,AGG. ASSAULT,I,HANDS,111,CENTRAL,DOWNTOWN,-76.61020419,39.29137312,,MARKET STALLS,Tri-District,1,0
3/14/2014,20:32:00,1A,2900 E EAGER ST,HOMICIDE,Outside,FIREARM,333,EASTERN,MADISON-EASTEND,-76.57676364,39.30211086,,STREET,,1,0
3/14/2014,22:41:00,3AF,4200 SHAMROCK AVE,ROBBERY - STREET,O,FIREARM,442,NORTHEAST,BELAIR-EDISON,-76.56420788,39.3274073,,ROW/TOWNHOUSE-OCC,,1,0
3/14/2014,23:28:00,4B,200 N SPRING CT,AGG. ASSAULT,I,KNIFE,321,EASTERN,DUNBAR-BROADWAY,-76.59766011,39.29456491,,PUBLIC HOUSING,,1,0
3/14/2014,04:00:00,3JF,3600 LIBERTY HEIGHTS AVE,ROBBERY - RESIDENCE,O,FIREARM,625,NORTHWEST,FOREST PARK,-76.67718938,39.32568149,,STREET,,1,0
3/14/2014,23:28:00,4B,200 N SPRING CT,AGG. ASSAULT,O,KNIFE,321,EASTERN,DUNBAR-BROADWAY,-76.59766011,39.29456491,,PUBLIC HOUSING,,1,0
3/14/2014,16:30:00,2A,800 E HOFFMAN ST,RAPE,Inside,OTHER,314,EASTERN,GREENMOUNT CEMETERY,-76.60657592,39.30602077,,VACANT BUILDING,,1,0
3/14/2014,22:41:00,9S,4200 SHAMROCK AV,SHOOTING,O,FIREARM,442,NORTHEAST,BELAIR-EDISON,-76.56420788,39.3274073,,DWELLING,,1,0
3/14/2014,19:01:00,4A,1900 BELAIR RD,AGG. ASSAULT,I,FIREARM,331,EASTERN,BEREA,-76.5831279,39.31327565,,STREET,,1,0
3/14/2014,17:00:00,4A,4200 PIMLICO RD,AGG. ASSAULT,I,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66298623,39.33745213,,STREET,,1,0
3/14/2014,16:00:00,3CK,5400 HARFORD RD,ROBBERY - COMMERCIAL,I,KNIFE,423,NORTHEAST,WALTHERSON,-76.56225197,39.35127583,,DRUG STORE / MED  BL,,1,0
3/13/2014,09:30:00,4C,1700 N FULTON AVE,AGG. ASSAULT,I,OTHER,734,WESTERN,SANDTOWN-WINCHESTER,-76.64620773,39.30825957,,ROW/TOWNHOUSE-OCC,,1,0
3/13/2014,07:06:00,2A,700 N DUNCAN ST,RAPE,I,OTHER,321,EASTERN,MIDDLE EAST,-76.58733456,39.29906219,,ROW/TOWNHOUSE-OCC,,1,0
3/13/2014,08:00:00,4C,,AGG. ASSAULT,O,OTHER,,,,,,,STREET,,1,0
3/12/2014,00:30:00,4D,2400 N CHARLES ST,AGG. ASSAULT,I,HANDS,514,NORTHERN,CHARLES VILLAGE,-76.61701689,39.31733565,,APT/CONDO - OCCUPIED,,1,0
3/12/2014,11:30:00,4D,700 HOMESTEAD ST,AGG. ASSAULT,I,HANDS,513,NORTHERN,BETTER WAVERLY,-76.60684292,39.32663622,,OTHER - OUTSIDE,,1,0
3/12/2014,17:30:00,3NF,800 N FREMONT AVE,ROBBERY - STREET,O,FIREARM,713,WESTERN,UPTON,-76.63408246,39.29852398,,APT/CONDO - OCCUPIED,,1,0
3/12/2014,21:45:00,3AF,500 ST PAUL PL,ROBBERY - STREET,Outside,FIREARM,124,CENTRAL,MOUNT VERNON,-76.6142771,39.29581854,,STREET,,1,0
3/12/2014,16:30:00,4D,200 E PRATT ST,AGG. ASSAULT,I,HANDS,112,CENTRAL,INNER HARBOR,-76.61206788,39.28664151,,STREET,,1,0
3/12/2014,15:30:00,4C,5600 THE ALAMEDA,AGG. ASSAULT,I,OTHER,522,NORTHERN,GLEN OAKS,-76.59568093,39.35695059,,STREET,,1,0
3/12/2014,01:30:00,3AF,700 CARROLL ST,ROBBERY - STREET,I,FIREARM,932,SOUTHERN,WASHINGTON VILLAGE,-76.62640663,39.28242901,,STREET,,1,0
3/12/2014,23:45:00,3AO,6600 SNOWBERRY CT,ROBBERY - STREET,I,OTHER,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.57150658,39.36757116,,STREET,Central,1,0
3/12/2014,17:21:00,4B,800 ENSOR ST,AGG. ASSAULT,I,KNIFE,324,EASTERN,OLDTOWN,-76.6037827,39.29911939,,BUS/AUTO,,1,0
3/11/2014,11:00:00,4C,300 E OLIVER ST,AGG. ASSAULT,O,OTHER,313,EASTERN,GREENMOUNT WEST,-76.61121851,39.30674005,,STREET,,1,0
3/11/2014,06:50:00,3BJ,1500 APPLETON ST,ROBBERY - CARJACKING,O,NA,735,WESTERN,EASTERWOOD,-76.64871927,39.30556546,,PARKING LOT-OUTSIDE,,1,0
3/11/2014,15:35:00,3CF,5900 REISTERSTOWN RD,ROBBERY - COMMERCIAL,O,FIREARM,631,NORTHWEST,REISTERSTOWN STATION,-76.69541129,39.35122392,,RETAIL/SMALL BUSINES,,1,0
